long_name,age,height_cm,weight_kg,nationality,league_rank,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,body_type,real_face,release_clause_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,num_traits,Atk_effort,Def_effort,player_versatility
David Ospina Ramírez,31,183,80,20,1.0,79,79,8000000,48000,1,2,3,1,1,Yes,8000000,82.0,72.0,77.0,84.0,34.0,77.0,11,10,15,36,12,12,10,13,32,32,34,34,44,73,50,58,75,29,38,12,20,25,16,50,26,57,13,12,82,72,77,77,84,30,30,30,27,31,31,31,27,34,34,34,31,35,35,35,31,28,31,31,31,28,28,27,27,27,28,0,1,1,1
Nahuel Ignacio Guzmán,34,193,94,4,1.0,79,79,5500000,40000,1,3,3,1,1,No,5500000,78.0,77.0,72.0,79.0,52.0,81.0,20,10,15,43,12,23,18,22,48,29,51,52,70,78,57,54,66,38,82,17,45,29,19,55,12,65,13,12,78,77,72,81,79,37,37,37,34,35,35,35,34,41,41,41,39,42,42,42,39,36,41,41,41,36,35,37,37,37,35,2,1,1,1
Bernard Gabriel Prestão Chaves,28,186,80,5,1.0,79,79,9500000,26000,1,1,3,1,1,No,9500000,81.0,75.0,71.0,82.0,60.0,77.0,8,9,7,11,8,18,12,13,12,20,58,62,66,76,43,53,60,23,60,12,35,12,5,60,15,64,9,16,81,75,71,77,82,29,29,29,28,29,29,29,28,31,31,31,29,27,27,27,29,26,26,26,26,26,27,27,27,27,27,1,1,1,1
Paul Bernardoni,23,190,78,3,1.0,78,84,10500000,16000,0,1,2,1,1,No,10500000,78.0,74.0,73.0,84.0,29.0,77.0,12,13,21,28,17,16,15,18,24,25,31,27,21,67,34,55,70,36,68,16,29,25,15,21,19,55,12,18,78,74,73,77,84,31,31,31,23,26,26,26,23,27,27,27,27,28,28,28,27,28,30,30,30,28,27,31,31,31,27,2,1,1,1
Alban Lafont,21,193,82,3,1.0,78,84,11000000,14000,1,2,3,1,0,No,11000000,79.0,76.0,70.0,82.0,46.0,75.0,13,6,13,54,9,14,13,12,38,10,48,45,60,69,53,53,73,40,70,9,20,17,4,47,16,59,14,12,79,76,70,75,82,29,29,29,27,27,27,27,27,33,33,33,31,35,35,35,31,30,34,34,34,30,29,30,30,30,29,1,1,1,1
Ondřej Kolář,25,193,81,41,1.0,78,83,10000000,500,1,1,3,1,0,No,10000000,75.0,73.0,81.0,80.0,58.0,79.0,13,7,11,40,6,30,13,14,29,37,56,59,44,73,24,61,44,25,60,8,17,11,5,51,15,60,12,14,75,73,81,79,80,33,33,33,33,35,35,35,33,38,38,38,37,36,36,36,37,31,31,31,31,31,30,27,27,27,30,3,1,1,1
José Pedro Malheiro de Sá,27,192,85,15,1.0,78,80,8500000,500,1,1,2,1,0,No,8500000,79.0,76.0,64.0,80.0,45.0,76.0,18,15,14,30,17,17,12,21,20,20,42,48,62,76,40,48,70,34,72,18,20,18,17,43,11,32,19,15,79,76,64,76,80,32,32,32,29,30,30,30,29,33,33,33,31,31,31,31,31,30,30,30,30,30,29,30,30,30,29,1,1,1,1
Andrés Eduardo Fernández Moreno,33,187,82,2,1.0,78,78,5500000,20000,1,1,3,1,1,Yes,5500000,80.0,75.0,68.0,79.0,56.0,76.0,17,13,12,35,13,14,24,12,40,18,58,55,60,75,65,51,77,39,74,12,40,26,14,41,16,56,14,15,80,75,68,76,79,32,32,32,29,30,30,30,29,33,33,33,33,34,34,34,33,32,35,35,35,32,32,33,33,33,32,1,1,1,1
Guilherme Alvim Marinato,34,195,95,999,1.0,78,78,4500000,500,1,2,2,1,0,No,4500000,82.0,73.0,72.0,80.0,39.0,78.0,13,11,13,39,13,16,19,12,33,21,37,40,54,74,30,54,62,34,71,16,35,21,13,55,12,65,16,18,82,73,72,78,80,31,31,31,28,30,30,30,28,35,35,35,32,36,36,36,32,30,34,34,34,30,29,31,31,31,29,3,1,1,1
Emil Audero Mulyadi,23,192,83,8,1.0,77,87,11500000,13000,1,1,2,1,1,No,11500000,80.0,73.0,73.0,80.0,52.0,74.0,13,16,19,29,18,19,12,12,19,18,55,49,53,75,51,55,65,25,55,19,24,11,9,30,22,56,10,10,80,73,73,74,80,32,32,32,28,29,29,29,28,30,30,30,30,27,27,27,30,26,25,25,25,26,26,25,25,25,26,1,1,1,1
Jonas Omlin,26,189,80,30,1.0,77,82,8500000,24000,1,1,4,1,0,No,8500000,77.0,75.0,73.0,79.0,50.0,75.0,24,17,24,45,15,27,21,16,35,31,49,51,32,74,51,55,75,35,72,18,19,25,17,48,27,57,21,24,77,75,73,75,79,37,37,37,34,36,36,36,34,39,39,39,38,39,39,39,38,36,37,37,37,36,35,35,35,35,35,2,1,1,1
Gautier Larsonneur,23,181,70,3,1.0,77,82,9000000,13000,1,1,2,1,0,No,9000000,79.0,78.0,72.0,78.0,52.0,74.0,18,19,14,29,20,20,11,11,26,22,51,53,60,69,65,54,70,35,59,12,22,17,17,25,21,51,20,12,79,78,72,74,78,33,33,33,29,30,30,30,29,31,31,31,32,29,29,29,32,30,29,29,29,30,29,28,28,28,29,4,1,1,1
Uğurcan Çakır,24,191,82,17,1.0,77,81,8500000,20000,1,1,3,1,0,No,8500000,75.0,73.0,70.0,80.0,55.0,76.0,15,13,14,32,20,14,18,20,27,24,53,56,49,75,58,53,76,40,67,19,27,25,14,42,23,52,18,16,75,73,70,76,80,33,33,33,29,31,31,31,29,33,33,33,33,33,33,33,33,32,33,33,33,32,32,32,32,32,32,1,1,1,1
Timo Horn,27,192,90,1,1.0,77,80,8000000,21000,0,2,2,1,1,Yes,8000000,78.0,78.0,60.0,79.0,48.0,73.0,19,13,14,30,14,20,12,15,29,22,45,51,50,79,31,45,64,31,67,17,41,22,15,45,21,25,13,12,78,78,60,73,79,32,32,32,30,31,31,31,30,34,34,34,33,33,33,33,33,30,32,32,32,30,29,30,30,30,29,1,1,1,1
Hendrik Van Crombrugge,27,188,88,25,1.0,77,79,7500000,18000,0,1,2,1,1,No,7500000,79.0,74.0,76.0,79.0,37.0,77.0,12,11,11,46,16,29,16,13,45,36,37,37,53,65,43,57,67,37,67,13,34,14,11,49,26,62,17,11,79,74,76,77,79,33,33,33,31,33,33,33,31,38,38,38,36,39,39,39,36,31,36,36,36,31,29,31,31,31,29,2,1,1,1
Iván Cuéllar Sacristán,36,187,76,2,2.0,77,77,1500000,7000,0,1,2,1,0,Yes,1500000,74.0,76.0,78.0,79.0,50.0,73.0,35,15,13,23,17,14,25,20,28,13,59,43,57,75,46,59,65,44,65,12,28,18,12,44,25,56,11,15,74,76,78,73,79,31,31,31,29,28,28,28,29,30,30,30,32,30,30,30,32,32,29,29,29,32,31,29,29,29,31,1,1,1,1
Jonathan Emmanuel Orozco Domínguez,34,184,81,13,1.0,77,77,3900000,17000,1,2,3,1,1,No,3900000,76.0,72.0,84.0,76.0,59.0,77.0,20,15,15,59,15,29,19,16,65,39,59,59,70,74,64,63,84,45,75,18,45,19,18,70,30,70,19,25,76,72,84,77,76,40,40,40,40,42,42,42,40,48,48,48,46,50,50,50,46,39,45,45,45,39,38,38,38,38,38,2,1,1,1
Claudio Andrés Bravo Muñoz,37,184,80,32,1.0,77,77,900000,12000,1,3,3,1,1,Yes,900000,77.0,76.0,84.0,77.0,56.0,75.0,12,13,18,56,11,22,25,38,54,32,58,54,63,72,62,63,81,39,69,17,40,23,16,69,23,64,18,19,77,76,84,75,77,38,38,38,36,38,38,38,36,46,46,46,42,47,47,47,42,36,42,42,42,36,35,36,36,36,35,1,1,1,1
Régis Gurtner,33,182,82,3,2.0,77,77,4800000,6000,1,1,2,1,1,No,4800000,77.0,75.0,75.0,78.0,43.0,77.0,10,9,10,29,10,10,9,10,30,28,39,46,32,74,32,56,70,38,68,8,35,13,6,27,24,61,12,13,77,75,75,77,78,30,30,30,24,26,26,26,24,28,28,28,28,29,29,29,28,27,30,30,30,27,27,28,28,28,27,1,1,1,1
Ralf Fährmann,31,197,98,1,1.0,77,77,5500000,21000,1,2,1,1,1,Yes,5500000,79.0,78.0,44.0,78.0,43.0,77.0,14,11,15,25,11,15,18,11,26,24,38,47,39,75,36,33,71,32,71,9,36,23,11,42,21,61,12,10,79,78,44,77,78,29,29,29,26,27,27,27,26,30,30,30,30,30,30,30,30,28,30,30,30,28,27,30,30,30,27,2,1,1,1
Alex McCarthy,30,193,79,0,1.0,77,77,6000000,39000,1,1,2,1,0,Yes,6000000,77.0,75.0,64.0,81.0,57.0,75.0,11,17,16,33,12,17,15,18,35,17,58,56,35,71,43,48,68,35,63,14,35,22,16,50,41,61,13,12,77,75,64,75,81,33,33,33,29,31,31,31,29,34,34,34,33,34,34,34,33,29,32,32,32,29,29,29,29,29,29,0,1,1,1
Fehmi Mert Günok,31,196,92,17,1.0,77,77,5500000,28000,1,1,2,1,1,No,5500000,73.0,72.0,81.0,82.0,56.0,80.0,15,15,14,27,16,15,16,16,28,25,55,57,53,68,50,61,74,39,71,15,35,25,15,51,16,56,13,12,73,72,81,80,82,34,34,34,30,32,32,32,30,34,34,34,33,33,33,33,33,31,32,32,32,31,31,32,32,32,31,2,1,1,1
Marco Silvestri,29,191,80,8,1.0,77,77,6500000,22000,1,1,3,1,0,No,6500000,79.0,75.0,65.0,79.0,60.0,77.0,12,20,12,22,20,18,16,11,20,20,58,61,65,70,34,49,74,34,60,16,31,11,14,49,16,50,18,16,79,75,65,77,79,33,33,33,30,31,31,31,30,33,33,33,32,30,30,30,32,28,27,27,27,28,28,27,27,27,28,1,1,1,1
Luigi Sepe,29,185,75,8,1.0,77,77,6500000,26000,0,1,2,1,1,No,6500000,79.0,75.0,71.0,80.0,47.0,75.0,12,14,13,32,18,14,13,12,31,22,49,46,46,73,34,53,57,27,68,19,12,20,10,43,17,63,19,19,79,75,71,75,80,32,32,32,28,29,29,29,28,32,32,32,31,32,32,32,31,30,32,32,32,30,30,31,31,31,30,2,1,1,1
Rafał Gikiewicz,32,190,81,14,1.0,77,77,5500000,21000,1,1,2,1,1,Yes,5500000,78.0,73.0,64.0,80.0,28.0,74.0,18,13,39,24,15,18,19,12,20,19,27,29,38,75,40,48,66,20,68,13,22,12,12,48,19,31,14,13,78,73,64,74,80,32,32,32,25,28,28,28,25,30,30,30,28,29,29,29,28,25,27,27,27,25,25,30,30,30,25,0,1,1,1
Camilo Andrés Vargas Gil,31,185,77,20,1.0,77,77,5500000,12000,0,1,3,1,0,No,5500000,77.0,72.0,69.0,79.0,45.0,76.0,16,16,27,23,13,16,25,23,24,19,42,48,55,74,45,52,75,35,67,13,22,23,12,50,46,32,19,15,77,72,69,76,79,33,33,33,28,29,29,29,28,31,31,31,30,31,31,31,30,30,31,31,31,30,30,33,33,33,30,2,1,1,1
Gabriel Arias Arroyo,32,188,82,32,1.0,77,77,5500000,15000,1,1,3,1,1,No,5500000,79.0,70.0,73.0,81.0,37.0,79.0,15,19,17,37,14,15,18,20,19,20,35,39,39,68,56,55,64,32,60,16,30,16,17,50,24,45,15,14,79,70,73,79,81,32,32,32,28,30,30,30,28,33,33,33,31,32,32,32,31,27,29,29,29,27,27,28,28,28,27,1,1,1,1
Lucas Luciano Mantela Patrício,20,183,77,5,1.0,77,77,7000000,500,1,1,3,1,1,No,7000000,79.0,77.0,75.0,71.0,34.0,77.0,13,15,14,29,19,17,16,21,18,23,35,34,36,76,55,56,70,44,85,19,20,18,11,75,15,48,18,17,79,77,75,77,71,32,32,32,28,32,32,32,28,35,35,35,32,36,36,36,32,29,32,32,32,29,29,32,32,32,29,0,1,1,1
Justin Bijlow,22,188,76,7,1.0,76,84,8500000,9000,1,1,2,1,1,No,8500000,78.0,72.0,75.0,77.0,50.0,73.0,10,10,11,33,10,11,10,10,44,21,52,48,56,75,32,56,67,30,70,10,22,10,10,58,16,54,12,14,78,72,75,73,77,31,31,31,28,30,30,30,28,34,34,34,32,35,35,35,32,27,31,31,31,27,27,28,28,28,27,2,1,1,1
Florian Müller,22,192,85,1,1.0,76,83,8000000,15000,0,1,3,1,1,Yes,8000000,75.0,73.0,71.0,80.0,43.0,73.0,12,11,11,32,10,18,13,12,28,24,43,43,42,74,41,53,58,34,67,12,25,19,11,42,19,38,11,12,75,73,71,73,80,31,31,31,27,29,29,29,27,32,32,32,31,32,32,32,31,29,31,31,31,29,28,29,29,29,28,1,1,1,1
Yvon Landry Mvogo Nganoma,26,189,93,30,1.0,76,81,7500000,13000,1,1,3,1,1,No,7500000,80.0,74.0,71.0,79.0,42.0,72.0,13,10,24,24,19,18,14,20,22,27,43,41,58,71,57,53,71,28,74,14,37,13,13,58,20,30,18,12,80,74,71,72,79,32,32,32,28,30,30,30,28,33,33,33,31,32,32,32,31,28,31,31,31,28,28,33,33,33,28,1,1,1,1
Gabriel Vasconelos Ferreira,27,193,90,5,2.0,76,80,7000000,500,1,1,2,1,0,No,7000000,78.0,73.0,68.0,79.0,36.0,75.0,14,5,12,32,10,20,12,12,17,23,38,34,51,69,48,51,72,34,60,19,28,25,10,45,22,65,19,13,78,73,68,75,79,28,28,28,26,28,28,28,26,31,31,31,29,31,31,31,29,29,31,31,31,29,28,30,30,30,28,1,1,1,1
Łukasz Skorupski,29,187,84,14,1.0,76,78,6500000,24000,1,2,2,1,1,No,6500000,80.0,75.0,54.0,81.0,51.0,75.0,19,11,10,29,17,18,12,19,26,23,51,51,48,68,38,41,66,31,58,15,33,17,13,32,22,58,12,12,80,75,54,75,81,30,30,30,28,28,28,28,28,30,30,30,31,29,29,29,31,29,29,29,29,29,28,28,28,28,28,1,1,1,1
Alfred Benjamin Gomis,26,196,80,37,1.0,76,78,6500000,12000,1,1,3,1,0,No,6500000,77.0,77.0,70.0,75.0,42.0,75.0,15,16,11,34,11,15,12,12,35,24,43,41,60,69,54,53,81,33,57,15,16,21,16,61,23,57,14,10,77,77,70,75,75,31,31,31,30,31,31,31,30,36,36,36,33,36,36,36,33,29,32,32,32,29,28,28,28,28,28,0,1,1,1
Sergio Herrera Pirón,27,192,82,2,1.0,76,78,6500000,22000,1,1,3,1,0,No,6500000,77.0,76.0,73.0,76.0,47.0,73.0,20,16,14,24,16,15,21,21,21,27,45,49,45,73,45,55,56,42,67,14,25,12,13,33,32,53,17,18,77,76,73,73,76,33,33,33,28,29,29,29,28,30,30,30,31,29,29,29,31,30,29,29,29,30,30,29,29,29,30,1,1,1,1
Karl-Johan Anton Johnsson,30,189,84,10,1.0,76,77,6000000,16000,1,1,2,1,1,No,6000000,75.0,73.0,73.0,77.0,49.0,77.0,11,13,19,44,19,16,12,11,45,30,50,49,45,72,36,55,68,39,71,13,37,20,16,58,17,61,14,12,75,73,73,77,77,35,35,35,31,34,34,34,31,38,38,38,36,40,40,40,36,32,37,37,37,32,31,33,33,33,31,1,1,1,1
Jeroen Zoet,29,189,88,7,1.0,76,77,6000000,31000,1,2,4,1,1,No,6000000,76.0,74.0,76.0,78.0,50.0,76.0,17,12,19,37,19,15,13,20,37,34,55,45,54,71,42,57,57,40,67,17,18,21,11,57,27,61,18,16,76,74,76,76,78,34,34,34,31,33,33,33,31,37,37,37,35,38,38,38,35,33,36,36,36,33,33,32,32,32,33,1,1,1,1
Andriy Pyatov,36,190,92,999,1.0,76,76,1300000,500,1,2,3,1,1,No,1300000,75.0,69.0,78.0,78.0,44.0,80.0,13,9,10,29,12,11,14,16,24,12,44,44,56,74,32,59,73,37,78,12,35,23,14,63,15,52,9,10,75,69,78,80,78,30,30,30,26,28,28,28,26,32,32,32,30,32,32,32,30,27,30,30,30,27,27,29,29,29,27,2,1,1,1
Diego López Rodríguez,38,196,89,2,2.0,76,76,775000,5000,1,3,3,1,0,Yes,775000,71.0,76.0,72.0,73.0,44.0,78.0,11,12,10,28,14,11,10,11,23,23,34,52,48,75,47,54,68,42,66,11,36,16,11,53,21,62,13,14,71,76,72,78,73,31,31,31,26,29,29,29,26,33,33,33,31,33,33,33,31,30,32,32,32,30,29,30,30,30,29,2,1,1,1
Alexandre Oukidja,31,184,80,999,1.0,76,76,4900000,15000,1,1,3,1,1,No,4900000,76.0,71.0,65.0,81.0,46.0,76.0,13,14,16,25,15,15,11,18,26,13,48,45,54,68,58,49,67,35,70,19,26,18,11,31,24,56,19,13,76,71,65,76,81,30,30,30,25,26,26,26,25,28,28,28,28,28,28,28,28,27,28,28,28,27,27,29,29,29,27,1,1,1,1
Etrit Berisha,31,194,92,999,2.0,76,76,4900000,500,0,2,2,1,0,No,4900000,76.0,76.0,67.0,78.0,28.0,75.0,11,13,12,19,11,12,13,12,26,17,28,28,33,73,30,50,57,39,64,15,30,22,12,42,22,59,10,11,76,76,67,75,78,28,28,28,22,25,25,25,22,27,27,27,26,29,29,29,26,26,29,29,29,26,25,28,28,28,25,1,1,1,1
Fred Marcos Aníbal Dias,28,192,90,5,1.0,76,76,5500000,13000,1,1,2,1,1,No,5500000,71.0,77.0,76.0,77.0,32.0,72.0,9,7,8,15,11,8,12,13,18,21,31,33,42,77,23,57,69,23,84,8,41,27,21,71,19,66,7,8,71,77,76,72,77,30,30,30,24,28,28,28,24,31,31,31,27,31,31,31,27,24,29,29,29,24,24,30,30,30,24,1,1,1,1
Nelson Arturo Reis Lopes,20,190,88,5,1.0,76,76,6000000,11000,1,1,3,1,1,No,6000000,76.0,77.0,77.0,74.0,52.0,76.0,33,22,18,17,21,17,21,20,18,23,55,50,71,68,47,58,69,42,78,18,40,28,11,64,17,63,16,18,76,77,77,76,74,34,34,34,32,32,32,32,32,34,34,34,34,32,32,32,34,32,31,31,31,32,32,32,32,32,32,1,1,1,1
Pierre Tomás Torres De Faria,36,190,82,5,1.0,76,76,1300000,13000,1,1,2,1,1,No,1300000,77.0,71.0,65.0,79.0,49.0,77.0,20,11,18,32,13,16,17,14,27,22,41,55,31,69,38,49,38,44,52,12,24,22,12,72,21,61,16,12,77,71,65,77,79,30,30,30,29,31,31,31,29,35,35,35,34,36,36,36,34,31,32,32,32,31,30,27,27,27,30,0,1,1,1
Aaron Ramsdale,22,188,77,0,1.0,75,83,7500000,20000,1,1,2,1,1,Yes,7500000,76.0,73.0,69.0,77.0,49.0,73.0,15,14,15,31,16,18,17,16,33,28,47,50,53,72,49,52,66,35,59,15,35,20,11,47,25,55,16,15,76,73,69,73,77,32,32,32,30,31,31,31,30,34,34,34,33,34,34,34,33,31,33,33,33,31,30,30,30,30,30,0,1,1,1
Bartłomiej Drągowski,22,188,74,14,1.0,75,82,7000000,27000,1,1,2,1,0,No,7000000,76.0,72.0,70.0,78.0,44.0,74.0,19,12,13,35,12,20,12,20,32,18,46,42,33,72,54,53,57,34,56,18,19,21,15,62,21,65,16,16,76,72,70,74,78,31,31,31,29,31,31,31,29,35,35,35,33,36,36,36,33,31,32,32,32,31,30,29,29,29,30,0,1,1,1
Gregor Kobel,22,194,88,30,1.0,75,82,7000000,14000,1,1,2,1,1,No,7000000,75.0,71.0,75.0,78.0,26.0,73.0,13,10,13,39,10,24,13,12,33,34,26,26,34,74,24,56,34,21,68,10,24,14,10,55,12,62,15,15,75,71,75,73,78,31,31,31,28,31,31,31,28,36,36,36,32,36,36,36,32,27,33,33,33,27,26,28,28,28,26,1,1,1,1
David von Ballmoos,25,192,90,30,1.0,75,81,7000000,15000,1,1,3,1,1,No,7000000,76.0,74.0,73.0,76.0,52.0,73.0,16,16,13,35,20,22,19,13,27,24,55,49,52,66,53,55,68,37,73,15,25,26,19,42,28,61,20,18,76,74,73,73,76,34,34,34,31,32,32,32,31,34,34,34,34,34,34,34,34,32,33,33,33,32,31,32,32,32,31,1,1,1,1
Hervé Kouakou Koffi,23,186,81,999,1.0,75,80,6500000,7000,1,1,3,1,1,No,6500000,73.0,78.0,68.0,74.0,55.0,72.0,11,8,13,23,6,10,14,13,26,20,58,53,61,74,57,51,80,24,68,7,30,14,8,44,16,58,11,10,73,78,68,72,74,29,29,29,26,27,27,27,26,30,30,30,29,28,28,28,29,26,27,27,27,26,26,28,28,28,26,1,1,1,1
Brice Samba,26,186,79,999,2.0,75,79,6500000,33000,0,1,3,1,1,No,6500000,77.0,69.0,73.0,79.0,55.0,71.0,10,9,15,31,13,12,14,13,21,22,49,60,39,71,54,55,57,37,70,10,26,18,11,14,15,53,14,12,77,69,73,71,79,31,31,31,25,27,27,27,25,27,27,27,28,26,26,26,28,29,28,28,28,29,29,29,29,29,29,1,1,1,1
Sam Johnstone,27,193,85,0,1.0,75,79,6000000,50000,1,1,3,1,1,Yes,6000000,79.0,74.0,70.0,77.0,41.0,73.0,17,11,17,27,15,16,16,17,35,18,45,38,55,66,27,53,63,42,68,16,24,17,11,48,42,32,17,20,79,74,70,73,77,30,30,30,26,28,28,28,26,31,31,31,30,32,32,32,30,30,31,31,31,30,29,30,30,30,29,1,1,1,1
Marius Müller,26,192,92,1,1.0,75,79,6500000,12000,1,1,2,1,1,No,6500000,74.0,74.0,68.0,79.0,32.0,75.0,11,10,12,22,9,10,11,13,16,20,25,38,34,69,38,51,66,35,77,12,27,14,11,48,18,26,13,11,74,74,68,75,79,28,28,28,23,25,25,25,23,27,27,27,26,28,28,28,26,25,28,28,28,25,25,29,29,29,25,2,1,1,1
Alexander Schlager,24,184,77,22,1.0,75,79,6500000,16000,1,1,3,1,1,No,6500000,75.0,72.0,66.0,79.0,35.0,73.0,20,14,17,25,13,13,14,16,18,23,32,37,34,72,45,50,59,24,55,18,26,13,6,34,22,33,18,16,75,72,66,73,79,29,29,29,25,26,26,26,25,27,27,27,27,27,27,27,27,27,28,28,28,27,27,29,29,29,27,1,1,1,1
Robin Zentner,25,194,96,1,1.0,75,79,6500000,18000,1,1,3,1,2,No,6500000,74.0,72.0,64.0,79.0,65.0,74.0,17,14,18,30,15,13,14,16,26,19,65,65,30,73,45,48,60,27,81,13,38,18,10,22,25,32,17,13,74,72,64,74,79,33,33,33,28,28,28,28,28,29,29,29,31,28,28,28,31,31,31,31,31,31,31,33,33,33,31,2,1,1,1
Stefan Ortega Moreno,27,185,88,1,1.0,75,78,6000000,17000,1,1,4,1,1,No,6000000,72.0,70.0,80.0,78.0,52.0,75.0,18,15,20,38,13,20,16,12,53,39,51,53,42,76,54,60,73,32,73,12,29,27,10,56,24,60,12,15,72,70,80,75,78,36,36,36,33,35,35,35,33,39,39,39,38,41,41,41,38,34,39,39,39,34,34,35,35,35,34,3,1,1,1
Vasilios Barkas,26,195,91,43,1.0,75,78,6000000,34000,0,1,2,1,1,No,6000000,71.0,75.0,74.0,75.0,34.0,77.0,14,10,14,31,8,12,14,15,29,20,35,34,45,71,29,56,62,39,70,9,36,13,12,58,20,60,12,13,71,75,74,77,75,29,29,29,26,28,28,28,26,32,32,32,30,33,33,33,30,27,31,31,31,27,26,29,29,29,26,1,1,1,1
Bilal Abdul Hamid,29,191,102,9,1.0,75,77,5500000,7000,1,1,3,1,1,Yes,5500000,76.0,70.0,70.0,76.0,41.0,76.0,15,12,11,35,14,11,15,12,26,22,42,41,34,69,46,53,68,25,75,20,31,19,15,43,23,32,18,12,76,70,70,76,76,31,31,31,27,29,29,29,27,31,31,31,30,32,32,32,30,28,31,31,31,28,28,31,31,31,28,2,1,1,1
Jesse Joronen,27,197,89,999,2.0,75,77,5500000,500,1,1,3,1,1,No,5500000,76.0,74.0,68.0,75.0,46.0,73.0,15,13,18,20,12,16,14,12,25,16,48,45,45,74,36,51,37,33,60,13,39,19,14,43,14,61,14,15,76,74,68,73,75,31,31,31,26,28,28,28,26,29,29,29,29,29,29,29,29,28,29,29,29,28,28,29,29,29,28,2,1,1,1
조현우 崔永宇,28,189,75,18,1.0,75,77,6000000,7000,1,1,3,1,0,No,6000000,75.0,71.0,59.0,81.0,50.0,73.0,11,18,16,28,18,12,19,15,23,18,51,50,21,71,50,44,56,29,33,14,19,17,12,63,19,63,18,16,75,71,59,73,81,29,29,29,27,30,30,30,27,33,33,33,31,32,32,32,31,29,29,29,29,29,29,28,28,28,29,2,1,1,1
Guido Herrera,28,187,83,4,1.0,75,77,6000000,12000,0,1,2,1,1,No,6000000,75.0,73.0,69.0,77.0,58.0,75.0,17,17,20,29,18,20,12,21,18,20,61,55,53,71,57,52,71,45,67,12,27,28,12,53,28,57,15,17,75,73,69,75,77,34,34,34,31,32,32,32,31,34,34,34,34,32,32,32,34,33,32,32,32,33,33,33,33,33,33,0,1,1,1
Andre Blake,29,193,79,999,1.0,75,77,5500000,7000,1,1,2,1,0,Yes,5500000,75.0,68.0,68.0,80.0,46.0,75.0,12,13,24,32,11,11,24,12,33,28,43,49,48,71,42,51,70,41,68,11,27,15,12,11,19,55,14,13,75,68,68,75,80,32,32,32,25,27,27,27,25,28,28,28,29,29,29,29,29,29,30,30,30,29,29,30,30,30,29,1,1,1,1
Hugo Alfonso González Durán,29,182,77,13,1.0,75,76,5500000,29000,1,1,4,1,1,No,5500000,76.0,74.0,70.0,73.0,33.0,76.0,11,11,22,36,15,16,25,13,23,19,32,34,47,69,41,53,67,45,73,14,27,19,11,60,39,52,13,14,76,74,70,76,73,31,31,31,26,29,29,29,26,33,33,33,30,34,34,34,30,28,32,32,32,28,28,30,30,30,28,2,1,1,1
Jesper Hansen,35,188,78,24,1.0,75,75,1800000,13000,1,1,4,1,1,No,1800000,75.0,72.0,77.0,75.0,42.0,76.0,18,13,13,52,11,24,16,12,53,44,41,42,49,73,62,58,67,41,67,13,32,27,12,68,20,66,14,15,75,72,77,76,75,35,35,35,35,37,37,37,35,44,44,44,41,46,46,46,41,36,42,42,42,36,34,34,34,34,34,0,1,1,1
Serkan Kırıntılı,35,185,78,17,1.0,75,75,1800000,8000,1,1,2,1,1,No,1800000,75.0,72.0,68.0,78.0,49.0,75.0,12,13,16,24,12,13,11,14,23,13,41,56,61,72,51,51,75,30,59,12,32,24,16,36,10,65,15,15,75,72,68,75,78,30,30,30,26,27,27,27,26,29,29,29,28,28,28,28,28,28,28,28,28,28,28,30,30,30,28,2,1,1,1
Paweł Kieszek,36,187,80,14,1.0,75,75,1100000,5000,1,1,2,1,1,No,1100000,74.0,72.0,68.0,77.0,50.0,76.0,14,20,20,31,12,14,16,12,39,15,55,46,46,73,48,51,70,32,69,9,38,25,11,49,9,49,11,13,74,72,68,76,77,32,32,32,28,29,29,29,28,32,32,32,32,33,33,33,32,29,33,33,33,29,29,32,32,32,29,1,1,1,1
José de Jesús Corona Rodríguez,39,184,84,13,1.0,75,75,675000,23000,1,2,3,1,1,No,675000,72.0,77.0,68.0,73.0,39.0,78.0,17,12,13,33,12,13,14,10,33,20,40,38,61,70,60,51,79,25,52,12,11,23,15,40,21,63,13,11,72,77,68,78,73,29,29,29,27,28,28,28,27,31,31,31,29,31,31,31,29,28,30,30,30,28,28,28,28,28,28,3,1,1,1
Tim Krul,32,188,74,7,2.0,75,75,4000000,9000,0,2,2,1,0,Yes,4000000,76.0,74.0,66.0,77.0,39.0,74.0,13,11,19,32,16,13,13,15,29,25,43,35,48,71,42,50,72,36,63,14,36,19,8,52,42,52,17,14,76,74,66,74,77,30,30,30,27,29,29,29,27,32,32,32,30,33,33,33,30,29,32,32,32,29,28,30,30,30,28,1,1,1,1
